url,path,status_code,is_indexable,load_time_ms,title_length,meta_description_length,h1_count,word_count,has_canonical,mobile_friendly,broken_internal_links,images_missing_alt,impressions_28d,clicks_28d,ctr,avg_position,organic_sessions_28d,issue_severity,issues
https://messyfixture.example.com/,/,500,False,2347,59,158,1,695,True,True,0,1,31,2,7.86%,12.1,2,critical,broken_page;server_error;noindex_or_blocked
  https://messyfixture.example.com/blog/widget-lite-23  ,/blog/widget-lite-23,200,False,974,76,98,1,570,True,True,0,3,65,4,0.0684,66.4,3,warning,noindex_or_blocked;title_length;images_missing_alt
  https://messyfixture.example.com/collections/widget-pro-13  ,/collections/widget-pro-13,200,True,1579,66,144,1,992,True,True,0,1,1181,69,0.059,52.2,63,warning,title_length
https://messyfixture.example.com/collections/widget-pro-18,/collections/widget-pro-18,200,True,1117,52,151,1,976,True,True,2,0,1060,89,8.48%,66.8,92,warning,broken_internal_links
https://messyfixture.example.com/,/,200,True,800,61,130,2,603,True,True,0,3,297,19,6.48%,62.8,19,warning,h1_count;images_missing_alt
https://messyfixture.example.com/pages/widget-pro-59,/pages/widget-pro-59,200,True,1179,59,142,1,N/A,True,True,0,4,206,14,0.0681,39.6,12,warning,images_missing_alt
https://messyfixture.example.com/products/faq-46,/products/faq-46,200,True,2014,44,167,1,802,True,True,1,1,539,22,4.09%,29.2,20,warning,meta_description_length;broken_internal_links
https://messyfixture.example.com/pages/support-54,/pages/support-54,200,True,1769,69,136,1,863,True,True,0,1,280,6,0.0229,21.7,5,warning,title_length
https://messyfixture.example.com/pages/widget-pro-12,/pages/widget-pro-12,200,True,176,66,160,1,980,True,True,0,1,375,10,0.0279,31.4,10,warning,title_length
  https://messyfixture.example.com/products/widget-pro-53  ,/products/widget-pro-53,200,True,1772,54,158,1,906,True,True,0,0,3271,67,0.0206,46.2,62,good,
https://messyfixture.example.com/collections/widget-pro-30,/collections/widget-pro-30,200,True,1597,46,186,2,1273,True,True,2,1,353,19,0.0551,31.8,19,warning,meta_description_length;h1_count;broken_internal_links
https://messyfixture.example.com/products/widget-lite-34,/products/widget-lite-34,200,True,2878,73,154,1,316,True,True,0,2,846,64,7.59%,34.5,58,warning,title_length;slow_load_time
https://messyfixture.example.com/collections/support-37,/collections/support-37,200,True,377,67,97,1,638,True,True,0,2,536,35,0.0663,48.0,32,warning,title_length
https://messyfixture.example.com/collections/pricing-50,/collections/pricing-50,200,True,683,70,163,1,821,True,True,0,1,882,61,0.0697,35.7,57,warning,title_length
  https://messyfixture.example.com/products/widget-pro-28  ,/products/widget-pro-28,200,True,747,90,125,1,888,True,True,1,0,803,14,0.018,10.9,13,warning,title_length;broken_internal_links
https://messyfixture.example.com/collections/faq-31,/collections/faq-31,200,True,605,52,156,2,557,True,True,0,3,1953,29,1.51%,59.1,24,warning,h1_count;images_missing_alt
https://messyfixture.example.com/pages/pricing-25,/pages/pricing-25,200,True,3033,58,134,1,790,True,True,0,0,1123,17,1.53%,54.6,15,warning,slow_load_time
https://messyfixture.example.com/blog/faq-9,/blog/faq-9,200,True,1795,62,140,1,624,True,True,1,2,333,24,7.25%,31.0,24,warning,broken_internal_links
https://messyfixture.example.com/collections/faq-17,/collections/faq-17,200,True,2144,45,124,1,N/A,True,True,1,1,232,9,0.04,19.3,7,warning,broken_internal_links
https://messyfixture.example.com/pages/widget-pro-59,/pages/widget-pro-59,200,True,1179,59,142,1,N/A,True,True,0,4,206,14,0.0681,39.6,12,warning,images_missing_alt
https://messyfixture.example.com/collections/faq-31,/collections/faq-31,200,True,605,52,156,2,557,True,True,0,3,1953,29,1.51%,59.1,24,warning,h1_count;images_missing_alt
https://messyfixture.example.com/blog/support-45,/blog/support-45,500,False,837,50,150,1,N/A,True,True,1,0,98,4,0.0464,14.7,4,critical,broken_page;server_error;noindex_or_blocked;broken_internal_links
https://messyfixture.example.com/products/faq-52,/products/faq-52,200,False,1715,56,128,1,659,True,False,0,1,42,1,2.85%,10.9,1,warning,noindex_or_blocked;not_mobile_friendly
https://messyfixture.example.com/blog/support-55,/blog/support-55,200,True,1016,49,168,1,802,True,True,0,3,757,60,0.0802,42.0,65,warning,meta_description_length;images_missing_alt
https://messyfixture.example.com/blog/widget-lite-49,/blog/widget-lite-49,200,True,891,41,140,1,639,True,True,0,0,471,24,0.0523,48.7,26,good,
https://messyfixture.example.com/blog/support-36,/blog/support-36,200,True,1460,67,95,0,901,True,True,0,2,271,20,7.48%,6.3,21,warning,title_length;h1_count
  https://messyfixture.example.com/products/faq-16  ,/products/faq-16,200,False,1736,36,119,1,942,False,True,0,3,55,1,0.0218,8.2,1,warning,noindex_or_blocked;missing_canonical;images_missing_alt
https://messyfixture.example.com/pages/pricing-15,/pages/pricing-15,200,True,2013,49,178,1,675,True,True,1,2,252,14,0.0583,67.4,13,warning,meta_description_length;broken_internal_links
https://messyfixture.example.com/pages/faq-27,/pages/faq-27,200,True,1436,92,202,1,1012,True,True,0,3,60,5,0.0864,17.2,5,warning,title_length;meta_description_length;images_missing_alt
https://messyfixture.example.com/pages/widget-lite-51,/pages/widget-lite-51,200,True,1040,53,145,0,718,True,True,0,0,339,9,2.91%,10.9,8,warning,h1_count
https://messyfixture.example.com/products/pricing-11,/products/pricing-11,200,True,794,57,114,1,486,True,True,0,4,900,17,0.0193,41.6,17,warning,images_missing_alt
  https://messyfixture.example.com/collections/widget-lite-35  ,/collections/widget-lite-35,200,True,622,50,197,1,1239,True,True,0,0,739,57,0.0779,46.5,55,warning,meta_description_length
https://messyfixture.example.com/,/,200,True,1920,80,120,0,339,True,True,1,3,705,55,7.87%,33.8,55,warning,title_length;h1_count;broken_internal_links;images_missing_alt
  https://messyfixture.example.com/products/pricing-10  ,/products/pricing-10,200,True,2132,53,138,1,130,True,True,1,3,965,13,0.0138,64.3,13,warning,thin_content;broken_internal_links;images_missing_alt
https://messyfixture.example.com/blog/support-47,/blog/support-47,200,True,739,43,151,1,684,True,True,0,1,259,17,0.0683,10.8,17,good,
https://messyfixture.example.com/products/widget-lite-33,/products/widget-lite-33,200,True,721,65,112,1,575,True,True,0,0,861,59,6.90%,46.0,63,good,
https://messyfixture.example.com/,/,200,True,1063,73,193,1,1240,True,True,0,4,1343,22,1.64%,55.8,19,warning,title_length;meta_description_length;images_missing_alt
  https://messyfixture.example.com/products/widget-lite-42  ,/products/widget-lite-42,200,True,2092,62,193,1,448,False,True,0,0,883,63,0.0719,6.8,67,warning,meta_description_length;missing_canonical
https://messyfixture.example.com/,/,200,True,5510,42,157,1,427,True,True,3,2,315,24,7.81%,47.1,25,warning,broken_internal_links;slow_load_time
https://messyfixture.example.com/pages/support-40,/pages/support-40,404,False,584,73,146,1,N/A,False,True,1,3,60,2,0.0459,18.3,1,critical,broken_page;noindex_or_blocked;title_length;missing_canonical;broken_internal_links;images_missing_alt
https://messyfixture.example.com/,/,200,True,2438,48,130,1,350,True,True,0,2,741,9,1.34%,27.4,9,good,
  https://messyfixture.example.com/collections/support-22  ,/collections/support-22,200,False,1543,43,183,1,380,True,False,0,3,9,0,0.0104,55.8,0,warning,noindex_or_blocked;meta_description_length;not_mobile_friendly;images_missing_alt
https://messyfixture.example.com/blog/widget-pro-48,/blog/widget-pro-48,200,True,1608,58,138,1,N/A,True,True,0,2,567,35,0.0625,28.5,38,good,
https://messyfixture.example.com/collections/faq-17,/collections/faq-17,200,True,2144,45,124,1,N/A,True,True,1,1,232,9,0.04,19.3,7,warning,broken_internal_links
https://messyfixture.example.com/pages/widget-lite-26,/pages/widget-lite-26,200,True,1260,40,166,0,539,True,True,1,2,182,2,1.17%,4.1,2,warning,meta_description_length;h1_count;broken_internal_links
https://messyfixture.example.com/pages/support-14,/pages/support-14,200,True,1318,37,151,1,1086,True,True,0,4,159,13,8.80%,45.4,11,warning,images_missing_alt
https://messyfixture.example.com/products/support-39,/products/support-39,200,True,1291,58,211,1,272,True,True,0,2,357,23,6.45%,18.3,20,warning,meta_description_length
https://messyfixture.example.com/products/widget-lite-29,/products/widget-lite-29,200,True,867,70,240,1,N/A,True,True,1,2,429,13,0.0308,51.9,11,warning,title_length;meta_description_length;broken_internal_links
https://messyfixture.example.com/collections/widget-pro-44,/collections/widget-pro-44,200,True,217,76,96,1,781,False,True,0,3,921,42,0.0463,14.5,39,warning,title_length;missing_canonical;images_missing_alt
https://messyfixture.example.com/collections/widget-lite-20,/collections/widget-lite-20,200,True,1185,48,137,2,N/A,True,True,0,2,167,8,0.0512,28.2,8,warning,h1_count
