url,path,status_code,is_indexable,load_time_ms,title_length,meta_description_length,h1_count,word_count,has_canonical,mobile_friendly,broken_internal_links,images_missing_alt,impressions_28d,clicks_28d,ctr,avg_position,organic_sessions_28d,issue_severity,issues
https://solsticeoutdoor.example.com/,/,200,True,1975,83,137,1,416,True,True,0,2,541,23,0.0442,43.1,24,warning,title_length
https://solsticeoutdoor.example.com/,/,200,True,2557,83,156,1,627,False,True,0,0,231,17,0.0772,62.1,17,warning,title_length;missing_canonical;slow_load_time
https://solsticeoutdoor.example.com/,/,200,True,1966,89,151,1,978,True,True,0,1,2300,49,0.0216,53.7,50,warning,title_length
https://solsticeoutdoor.example.com/,/,200,True,424,63,137,1,720,True,True,0,2,822,26,0.0323,17.7,27,good,
https://solsticeoutdoor.example.com/,/,200,True,1139,66,94,1,272,True,True,0,1,578,45,0.0794,24.7,41,warning,title_length
https://solsticeoutdoor.example.com/,/,200,True,554,56,142,1,288,True,True,0,2,717,55,0.0772,33.7,51,good,
https://solsticeoutdoor.example.com/,/,200,True,2361,56,175,1,413,True,True,0,2,83,6,0.08,10.2,5,warning,meta_description_length
https://solsticeoutdoor.example.com/,/,200,True,2738,41,63,1,855,True,True,0,1,865,27,0.0315,23.6,24,warning,meta_description_length;slow_load_time
https://solsticeoutdoor.example.com/,/,200,True,2450,56,162,1,412,True,True,0,2,832,52,0.0636,12.1,54,good,
https://solsticeoutdoor.example.com/,/,200,True,1592,69,164,1,542,True,True,0,0,78,3,0.048,66.2,2,warning,title_length
https://solsticeoutdoor.example.com/,/,200,True,998,52,165,1,439,True,True,0,1,389,22,0.0581,27.1,19,good,
https://solsticeoutdoor.example.com/,/,200,True,1429,36,116,0,736,True,True,0,1,1279,110,0.0867,58.5,96,warning,h1_count
https://solsticeoutdoor.example.com/,/,200,True,3427,69,162,1,641,True,True,0,1,295,7,0.0262,27.1,6,warning,title_length;slow_load_time
https://solsticeoutdoor.example.com/,/,200,True,2928,58,158,1,1008,True,True,0,4,294,11,0.04,40.6,10,warning,images_missing_alt;slow_load_time
