url,path,status_code,is_indexable,load_time_ms,title_length,meta_description_length,h1_count,word_count,has_canonical,mobile_friendly,broken_internal_links,images_missing_alt,impressions_28d,clicks_28d,ctr,avg_position,organic_sessions_28d,issue_severity,issues
https://aurorahome.example.com/,/,200,True,437,51,181,1,1003,True,True,0,2,957,33,0.0349,27.8,33,warning,meta_description_length
https://aurorahome.example.com/,/,200,True,1039,57,133,1,1614,True,True,0,0,1138,52,0.0464,36.5,54,good,
https://aurorahome.example.com/,/,200,True,2475,55,101,1,1080,True,True,0,1,796,32,0.0412,27.6,27,good,
https://aurorahome.example.com/,/,200,True,224,74,213,1,1682,True,True,0,0,412,18,0.0439,3.0,18,warning,title_length;meta_description_length
https://aurorahome.example.com/,/,200,True,1127,68,108,1,1182,True,True,0,0,762,21,0.028,59.3,21,warning,title_length
https://aurorahome.example.com/,/,200,False,1284,57,152,1,494,True,True,0,1,6,0,0.067,35.6,0,warning,noindex_or_blocked
https://aurorahome.example.com/,/,200,True,1907,38,195,1,655,True,True,0,1,496,26,0.0527,41.7,22,warning,meta_description_length
https://aurorahome.example.com/,/,200,True,1882,71,145,1,491,True,True,0,1,537,44,0.0823,17.9,46,warning,title_length
https://aurorahome.example.com/,/,200,True,2122,33,144,1,715,True,True,0,2,1449,67,0.0468,32.3,59,good,
https://aurorahome.example.com/,/,404,False,1573,37,246,1,503,True,True,0,1,30,2,0.0772,9.8,1,critical,broken_page;noindex_or_blocked;meta_description_length
https://aurorahome.example.com/,/,200,False,3113,67,104,1,405,True,True,0,1,25,1,0.0457,23.1,0,warning,noindex_or_blocked;title_length;slow_load_time
https://aurorahome.example.com/,/,200,True,467,74,131,1,605,True,True,0,2,776,14,0.0183,44.3,14,warning,title_length
https://aurorahome.example.com/,/,200,True,2051,68,84,1,661,True,True,0,3,151,7,0.0529,4.0,6,warning,title_length;images_missing_alt
https://aurorahome.example.com/,/,200,True,620,59,167,2,981,False,True,0,1,677,46,0.0689,66.2,49,warning,meta_description_length;h1_count;missing_canonical
https://aurorahome.example.com/,/,200,True,1277,51,141,2,252,True,True,0,1,108,2,0.024,49.7,2,warning,h1_count
https://aurorahome.example.com/,/,200,True,1526,53,128,1,926,True,True,0,0,710,44,0.0628,5.4,48,good,
https://aurorahome.example.com/,/,200,True,2812,41,120,1,1023,True,True,0,1,1698,18,0.0108,31.3,19,warning,slow_load_time
https://aurorahome.example.com/,/,200,True,1123,43,121,1,820,False,True,0,2,400,21,0.0546,16.7,21,warning,missing_canonical
https://aurorahome.example.com/,/,200,True,644,75,104,1,541,False,True,0,3,2030,75,0.0372,34.7,78,warning,title_length;missing_canonical;images_missing_alt
https://aurorahome.example.com/,/,200,True,1272,58,152,1,1004,True,True,0,1,540,14,0.0276,47.6,12,good,
https://aurorahome.example.com/,/,200,True,1463,52,188,1,625,True,True,0,0,999,34,0.0344,33.6,28,warning,meta_description_length
https://aurorahome.example.com/,/,200,True,2576,54,166,1,558,True,True,0,0,563,6,0.0107,30.1,5,warning,meta_description_length;slow_load_time
https://aurorahome.example.com/,/,200,True,2747,58,181,1,1088,True,True,0,2,372,19,0.0522,52.6,17,warning,meta_description_length;slow_load_time
https://aurorahome.example.com/,/,200,True,2382,54,177,1,1521,True,True,0,1,1073,95,0.0886,62.2,88,warning,meta_description_length
https://aurorahome.example.com/,/,200,True,1351,57,128,1,488,True,True,0,1,943,61,0.0657,58.4,61,good,
https://aurorahome.example.com/,/,200,True,1616,79,165,2,552,True,True,0,0,584,29,0.0499,11.2,26,warning,title_length;h1_count
https://aurorahome.example.com/,/,200,True,738,63,160,1,114,True,True,0,3,1076,13,0.0121,34.8,12,warning,thin_content;images_missing_alt
https://aurorahome.example.com/,/,500,False,3392,63,152,2,604,True,True,0,0,0,0,0.0289,15.6,0,critical,broken_page;server_error;noindex_or_blocked;h1_count;slow_load_time
https://aurorahome.example.com/,/,200,True,1169,59,185,0,376,True,True,0,3,978,74,0.0763,20.2,72,warning,meta_description_length;h1_count;images_missing_alt
https://aurorahome.example.com/,/,200,True,2302,89,162,1,549,True,True,0,2,1580,18,0.0116,10.2,16,warning,title_length
